Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106
1645617117,4454,20.2000002862,3.2999999523,3.4000000954,3.2000000477,3.4000000954,3.4000000954,3.5
1645617118,4455,20,3.4000000954,3.5,3.0999999046,3.2999999523,3.2000000477,3.5
1645617119,4456,20,3.4000000954,3.5,3.0999999046,3.2999999523,3.2000000477,3.5
1645617120,4457,20,3.4000000954,3.5,3.0999999046,3.2999999523,3.2000000477,3.5
1645617121,4458,20,3.4000000954,3.5,3.0999999046,3.2999999523,3.2000000477,3.5
1645617122,4459,20.2999997138,3.5,3.5999999046,3.0999999046,3.2999999523,3.2999999523,3.5
1645617123,4460,20.2999997138,3.5,3.5999999046,3.0999999046,3.2999999523,3.2999999523,3.5
1645617124,4461,20.2999997138,3.5,3.5999999046,3.0999999046,3.2999999523,3.2999999523,3.5
1645617125,4462,20.2000002862,3.4000000954,3.2999999523,3.2000000477,3.5,3.4000000954,3.4000000954
1645617126,4463,20.6000001431,3.7999999523,3.2999999523,3.2000000477,3.5,3.4000000954,3.4000000954
1645617127,4464,20.6000001431,3.7999999523,3.2999999523,3.2000000477,3.5,3.4000000954,3.4000000954
1645617128,4465,20.8000001908,3.7999999523,3.5,3.4000000954,3.4000000954,3.2000000477,3.5
1645617129,4466,20.8000001908,3.7999999523,3.5,3.4000000954,3.4000000954,3.2000000477,3.5
1645617130,4467,20.3000001908,3.2999999523,3.5,3.4000000954,3.4000000954,3.2000000477,3.5
1645617131,4468,20.1000001431,3.2999999523,3.5,3.2000000477,3.4000000954,3.2000000477,3.5
1645617132,4469,19.7000002862,3.4000000954,3,3.2000000477,3.4000000954,3.2000000477,3.5
1645617133,4470,19.7000002862,3.4000000954,3,3.2000000477,3.4000000954,3.2000000477,3.5
1645617134,4471,20.1000003816,3.4000000954,3,3.2000000477,3.7000000477,3.4000000954,3.4000000954
1645617135,4472,20.1000003816,3.4000000954,3,3.2000000477,3.7000000477,3.4000000954,3.4000000954
1645617136,4473,20,3.2999999523,3.2999999523,3.0999999046,3.5,3.4000000954,3.4000000954
1645617137,4474,20.0999999046,3.2999999523,3.2999999523,3.0999999046,3.5,3.4000000954,3.5
1645617138,4475,20.0999999046,3.2999999523,3.2999999523,3.0999999046,3.5,3.4000000954,3.5
1645617139,4476,20.3000001908,3.2999999523,3.5,3.2000000477,3.4000000954,3.4000000954,3.5
1645617140,4477,20.3000001908,3.2999999523,3.5,3.2000000477,3.4000000954,3.4000000954,3.5
1645617141,4478,20.0000002385,3.5,3.4000000954,3,3.2999999523,3.4000000954,3.4000000954
1645617142,4479,20.0000002385,3.5,3.4000000954,3,3.2999999523,3.4000000954,3.4000000954
1645617143,4480,20.0000002385,3.5,3.4000000954,3,3.2999999523,3.4000000954,3.4000000954
1645617144,4481,20,3.2999999523,3.5,3.2000000477,3.2999999523,3.2999999523,3.4000000954
1645617145,4482,20,3.2999999523,3.5,3.2000000477,3.2999999523,3.2999999523,3.4000000954
1645617146,4483,20,3.2999999523,3.5,3.2000000477,3.2999999523,3.2999999523,3.4000000954
1645617147,4484,20,3.2999999523,3.5,3.2000000477,3.2999999523,3.2999999523,3.4000000954
1645617148,4485,20.4000000954,3.2999999523,3.5,3.2000000477,3.5,3.4000000954,3.5
1645617149,4486,20.6000001431,3.5,3.5,3.2000000477,3.5,3.4000000954,3.5
1645617150,4487,20.6000001431,3.5,3.5,3.2000000477,3.5,3.4000000954,3.5
1645617151,4488,20.0999999046,3.5,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617152,4489,20.0999999046,3.5,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617153,4490,20.1000001431,3.4000000954,3.5,3.2000000477,3.2000000477,3.2999999523,3.5
1645617154,4491,20.1000001431,3.4000000954,3.5,3.2000000477,3.2000000477,3.2999999523,3.5
1645617155,4492,20.1000001431,3.4000000954,3.5,3.2000000477,3.2000000477,3.2999999523,3.5
1645617156,4493,19.8999998569,3.2999999523,3,3.2999999523,3.5,3.2999999523,3.5
1645617157,4494,20,3.2999999523,3,3.2999999523,3.5,3.4000000954,3.5
1645617158,4495,20,3.2999999523,3,3.2999999523,3.5,3.4000000954,3.5
1645617159,4496,20.2000002862,3.2000000477,3.4000000954,3.2000000477,3.5,3.4000000954,3.5
1645617160,4497,20.2000002862,3.2000000477,3.4000000954,3.2000000477,3.5,3.4000000954,3.5
1645617161,4498,20.2000002862,3.2000000477,3.4000000954,3.2000000477,3.5,3.4000000954,3.5
